epoch,precision,recall,ndcg
750,0.05577734610489651,0.18164057787681054,0.1542677781578794
760,0.05564337865898588,0.18164895721168095,0.15392970099476141
770,0.05575725098800991,0.18184207251255144,0.15430049191092712
780,0.05566347377587246,0.18136957069294457,0.15410833717780972
790,0.055718735347310575,0.18151774432212775,0.15399425585341361
800,0.055755576394936,0.18166057203495775,0.15436709051447753
810,0.055722084533458324,0.1815655425736372,0.15439875261067884
820,0.055834282269408536,0.18200921275470935,0.15437567169664765
830,0.05582088552481745,0.18176679016904512,0.15444573671990086
840,0.05582590930403912,0.1819216531791943,0.15455792409245203
850,0.05568021970661127,0.18159286455398016,0.15442524142649644
860,0.05583930604863018,0.18185639566534623,0.15462378478717714
870,0.05566682296202024,0.18136252755470128,0.154177045944049
880,0.05566179918279855,0.18133586128326093,0.15428353081196625
890,0.05573715587112335,0.18150091673051694,0.15457237454227507
900,0.0558376314555563,0.18232704093085136,0.1546439030934186
910,0.05571538616116281,0.18137185325865693,0.15438278493885102
920,0.055688592671980716,0.18120491595057625,0.15410998680393526
930,0.05569194185812848,0.18141294104324554,0.1542658807847586
940,0.055748878022640475,0.18150526256486912,0.1543322734245836
950,0.055752227208788266,0.1814907800870034,0.154614671918009
960,0.055830933083260745,0.18158817512851502,0.15435796023061557
970,0.05568859267198072,0.18141479679680012,0.154319990268627
980,0.05581586174559586,0.18182414214716255,0.15447764449128606
990,0.05587447250318173,0.18190340953598472,0.15455730308555557
